Step,Number
781,1116571020422112201269275771758549600618814864541596050712812557988814464084175240134829355567
782,3349713061266336603807827315275648801856444593624788152138437673966443392252525720404488066702
783,1674856530633168301903913657637824400928222296812394076069218836983221696126262860202244033351
784,5024569591899504905711740972913473202784666890437182228207656510949665088378788580606732100054
785,2512284795949752452855870486456736601392333445218591114103828255474832544189394290303366050027
786,7536854387849257358567611459370209804177000335655773342311484766424497632568182870910098150082
787,3768427193924628679283805729685104902088500167827886671155742383212248816284091435455049075041
788,11305281581773886037851417189055314706265500503483660013467227149636746448852274306365147225124
789,5652640790886943018925708594527657353132750251741830006733613574818373224426137153182573612562
790,2826320395443471509462854297263828676566375125870915003366806787409186612213068576591286806281
791,8478961186330414528388562891791486029699125377612745010100420362227559836639205729773860418844
792,4239480593165207264194281445895743014849562688806372505050210181113779918319602864886930209422
793,2119740296582603632097140722947871507424781344403186252525105090556889959159801432443465104711
794,6359220889747810896291422168843614522274344033209558757575315271670669877479404297330395314134
795,3179610444873905448145711084421807261137172016604779378787657635835334938739702148665197657067
796,9538831334621716344437133253265421783411516049814338136362972907506004816219106445995592971202
797,4769415667310858172218566626632710891705758024907169068181486453753002408109553222997796485601
798,14308247001932574516655699879898132675117274074721507204544459361259007224328659668993389456804
799,7154123500966287258327849939949066337558637037360753602272229680629503612164329834496694728402
800,3577061750483143629163924969974533168779318518680376801136114840314751806082164917248347364201
801,10731185251449430887491774909923599506337955556041130403408344520944255418246494751745042092604
802,5365592625724715443745887454961799753168977778020565201704172260472127709123247375872521046302
803,2682796312862357721872943727480899876584488889010282600852086130236063854561623687936260523151
804,8048388938587073165618831182442699629753466667030847802556258390708191563684871063808781569454
805,4024194469293536582809415591221349814876733333515423901278129195354095781842435531904390784727
806,12072583407880609748428246773664049444630200000546271703834387586062287345527306595713172354182
807,6036291703940304874214123386832024722315100000273135851917193793031143672763653297856586177091
808,18108875111820914622642370160496074166945300000819407555751581379093431018290959893569758531274
809,9054437555910457311321185080248037083472650000409703777875790689546715509145479946784879265637
810,27163312667731371933963555240744111250417950001229111333627372068640146527436439840354637796912
811,13581656333865685966981777620372055625208975000614555666813686034320073263718219920177318898456
812,6790828166932842983490888810186027812604487500307277833406843017160036631859109960088659449228
813,3395414083466421491745444405093013906302243750153638916703421508580018315929554980044329724614
814,1697707041733210745872722202546506953151121875076819458351710754290009157964777490022164862307
815,5093121125199632237618166607639520859453365625230458375055132262870027473894332470066494586922
816,2546560562599816118809083303819760429726682812615229187527566131435013736947166235033247293461
817,7639681687799448356427249911459281289180048437845687562582698394305041210841498705099741880384
818,3819840843899724178213624955729640644590024218922843781291349197152520605420749352549870940192
819,1909920421949862089106812477864820322295012109461421890645674598576260302710374676274935470096
820,954960210974931044553406238932410161147506054730710945322837299288130151355187338137467735048
821,477480105487465522276703119466205080573753027365355472661418649644065075677593669068733867524
822,238740052743732761138351559733102540286876513682677736330709324822032537838796834534366933762
823,119370026371866380569175779866551270143438256841338868165354662411016268919398417267183466881
824,358110079115599141707527339599653810430314770524016604496063987233048806758195251801550400644
825,179055039557799570853763669799826905215157385262008302248031993616524403379097625900775200322
826,89527519778899785426881834899913452607578692631004151124015996808262201689548812950387600161
827,268582559336699356280645504699740357822736077893012453372047990424786605068646438851162800484
828,134291279668349678140322752349870178911368038946506226686023995212393302534323219425581400242
829,67145639834174839070161376174935089455684019473253113343011997606196651267161609712790700121
830,201436919502524517210484128524805268367052058419759340029035992818589953801484829138372100364
